Code,Year,Sales,Bills
23161,2008,32209.32,15
23161,2009,11838.95,12
23161,2010,8063.66,8
23162,2005,705.42,1
23164,2005,140.01,1
23165,2005,0.0,2
23166,2005,875.8,2
23166,2006,348.0,1
23166,2007,-1.5258789e-05,4
23167,2005,0.0,2
23168,2005,88.32,1
23170,2005,1504.52,1
23171,2005,81.20001,2
23172,2005,329.44,2
23175,2005,336.4,1
23175,2020,6.2,2
23175,2021,82.149994,5
23176,2005,336.4,1
23177,2005,6537.76,1
23177,2006,15254.0,1
23177,2007,4501.96,4
23178,2005,436.28003,3
23179,2005,1980.12,1
23180,2005,124.51,1
23181,2005,600.88,1
23181,2006,0.0,2
23183,2006,4523.98,49
23183,2007,4788.46,51
23183,2008,2747.75,39
23183,2009,1437.89,37
23183,2010,696.0,14
23183,2011,-811.75415,5
23184,2005,0.0,2
23185,2005,1199.44,1
23186,2005,156.6,1
23186,2006,8.12,1
23187,2005,1167.8,1
23188,2005,2772.4,1
23188,2006,143.84,2
23189,2006,592.76,1
23189,2008,1083.4401,4
23190,2006,1199.44,1
23191,2006,52.2,1
23192,2006,147.32,1
23193,2006,1448.84,1
23193,2012,99.22,1
23194,2006,48.72,1
23195,2006,1285.28,1
23196,2006,1199.44,1
23197,2006,1235.4,2
23197,2008,50.0,1
23197,2010,305.08,1
23199,2006,174.0,1
23199,2007,174.0,1
23199,2008,180.96,1
23199,2009,2412.98,7
23199,2010,735.96,4
23199,2011,443.68,3
23199,2012,250.3724,1
23199,2013,657.68994,3
23199,2014,1648.6799,4
23199,2015,439.90002,2
23199,2016,264.4455,1
23199,2017,264.4455,1
23199,2018,264.4455,1
23199,2019,264.45,1
23199,2020,264.45,1
23199,2021,264.45,1
23199,2022,264.45,1
23201,2006,87.0,1
23202,2006,876.96,1
23202,2020,329.65,7
23202,2021,386.69998,12
23202,2022,113.55,3
23203,2006,959.41003,3
23203,2007,42.21,1
23203,2008,23.880001,2
23203,2009,222.77,3
23203,2010,228.63,4
23203,2011,1644.3301,5
23203,2014,64.13,1
23203,2020,17.0,4
23203,2021,76.5,11
23203,2022,19.25,2
23204,2006,1120.56,2
23205,2006,2552.0,1
23207,2006,116.0,1
23209,2006,39545.56,14
23209,2007,-696.0,3
23209,2008,909.44,1
23209,2009,15950.0,7
23209,2010,8236.0,2
23209,2011,9360.94,4
23209,2012,3699.3,4
23209,2013,9522.7,7
23209,2014,9943.78,11
23209,2015,7238.22,7
23209,2016,9009.66,9
23209,2017,8330.851,8
23209,2018,6064.52,9
23209,2019,12713.471,11
23209,2020,10484.05,8
23209,2021,9735.66,8
23209,2022,9181.48,7
23210,2006,227.36,1
23211,2006,227.36,1
23212,2006,0.0,2
23213,2006,230.84,1
23214,2006,138.04,1
23215,2006,1816.56,6
23215,2007,197.2,1
23217,2006,87.0,1
23218,2006,270.28,1
23219,2006,313.2,1
23220,2006,1332.84,1
23221,2006,89.32,1
23222,2006,121.8,1
23222,2008,150.8,1
23224,2006,7730.0103,3
23224,2007,16497.52,3
23225,2006,580.0,1
23226,2006,2041.6,2
23226,2007,64.06,1
23227,2006,174.0,1
23228,2006,219.24,1
23229,2006,760.96,3
23229,2008,574.2,3
23229,2009,643.8,3
23229,2010,745.3,4
23229,2011,171.1,1
23229,2012,598.85,3
23229,2013,810.7,2
23229,2014,145.2,1
23230,2006,440.66,1
23231,2006,208.8,1
23231,2007,208.8,1
23231,2008,219.24,1
23231,2009,230.2,1
23231,2010,241.19,1
23231,2011,248.4278,1
23231,2012,255.8782,1
23231,2013,270.2551,1
23231,2014,270.2551,1
23231,2015,270.25,1
23231,2016,72.6,3
23232,2006,770.3,1
23233,2006,464.0,1
23234,2006,619.49,2
23234,2007,236.64001,2
23235,2006,901.32,2
23236,2006,844.48,1
23237,2006,42113.902,7
23237,2007,3484.53,8
23237,2008,220.4,1
23238,2006,0.0,2
23239,2006,284.2,1
23240,2006,116.0,1
23241,2006,104.4,1
23242,2006,0.0,2
23243,2006,254.04,1
23244,2006,625.24,1
23245,2006,319.0,1
23246,2006,90.48,1
23247,2006,19670.121,3
23247,2007,4714.38,16
23247,2008,5727.85,9
23247,2009,519.33,3
23247,2010,2496.5,5
23247,2011,-2014.496,1
23248,2006,3561.2002,2
23249,2006,219.24,1
23250,2006,915.24,1
23251,2006,100.92,1
23253,2006,516.2,3
23253,2007,91.64,2
23253,2008,888.56,5
23253,2010,241.9,1
23253,2011,88.5,1
23253,2012,29.5,1
23254,2006,164.72,1
23256,2006,89.32,1
23257,2006,997.6,1
23257,2011,106.2,1
23258,2006,150.8,1
23259,2006,232.0,1
23260,2006,3317.6,3
23260,2007,14561.4795,15
23260,2008,38982.12,25
23260,2009,15651.311,23
23260,2010,15292.0205,30
23260,2011,19029.213,23
23260,2012,2479.3901,5
23261,2006,2948.1401,3
23261,2007,2239.38,3
23261,2008,1670.4,3
23262,2006,267.96,1
23263,2006,71.92,1
23264,2006,185.47,2
23264,2007,3296.21,13
23264,2008,1458.41,13
23264,2009,1468.07,14
23265,2006,292.32,1
23266,2006,174.0,1
23267,2006,89.32,1
23267,2007,255.2,1
23268,2007,858.01,1
23269,2007,23.2,1
23270,2007,80.74,1
23272,2007,998.76,1
23272,2008,81.2,1
23273,2006,984.84,1
23274,2007,1271.36,1
23275,2001,11600.0,1
23276,2006,63.8,1
23276,2020,6.5,1
23279,2007,1916.32,1
23280,2007,92.8,1
23280,2008,348.0,2
23280,2009,348.0,2
23280,2010,361.53,2
23280,2011,375.5752,2
23280,2012,375.5704,2
23280,2013,396.6724,2
23280,2014,396.6724,2
23280,2015,198.3372,1
23281,2007,118.32,1
23282,2007,1113.6001,2
23283,2007,230.84,1
23284,2007,7659.01,8
23284,2008,1801.9,4
23284,2009,725.97003,5
23284,2010,-464.0,1
23285,2007,30588.04,2
23285,2008,5274.5,1
23285,2009,297.66,1
23286,2007,58000.0,3
23286,2009,12922.4,5
23286,2010,5220.0,1
23286,2011,165.2,1
23286,2012,5900.0,1
23286,2013,6050.0,1
23286,2014,2904.0,2
23287,2007,1251.76,1
23288,2007,1311.12,1
23288,2016,2888.88,1
23288,2017,120801.87,26
23288,2018,100210.69,21
23288,2019,23248.64,5
23288,2020,38197.28,7
23288,2022,5379.66,1
23290,2007,324.31,2
23290,2020,72.5,6
23290,2021,168.5,12
23290,2022,42.2,3
23291,2007,6846.89,4
23291,2008,2129.14,8
23291,2009,1356.6799,3
23291,2010,250.37,1
23291,2011,257.8836,1
23291,2012,496.3099,3
23292,2007,1310.8,1
23293,2007,669.32,2
23293,2011,354.0,1
23294,2007,19265.98,6
23294,2008,40488.21,11
23294,2009,725.0,1
23296,2007,812.0,1
23297,2007,174.0,1
23297,2008,181.83,1
23297,2009,187.28,1
23297,2010,192.9,1
23297,2011,202.1104,1
23297,2012,208.1737,1
23297,2013,219.8703,1
23297,2014,0.0012054443,2
23298,2007,139.2,1
23298,2009,342.17,1
23298,2010,40.05,1
23299,2007,99.98,1
23300,2007,973.8,3
23300,2008,0.0,2
23301,2007,237.08,1
23301,2009,1599.29,13
23302,2007,1206.4,6
23302,2009,1078.8,3
23302,2010,3424.36,12
23302,2011,5762.53,20
23302,2012,2572.9,7
23302,2013,1645.6,6
23302,2014,798.6,3
23302,2015,580.8,2
23303,2007,2296.8,1
23303,2010,36285.0,6
23303,2011,243.08,1
23303,2012,-2788.0806,2
23304,2008,10881.5,13
23304,2009,7104.36,14
23304,2010,4632.1,9
23304,2011,8797.784,14
23304,2012,9388.654,12
23304,2013,5906.8584,11
23304,2014,7941.885,10
23304,2015,5230.5635,14
23304,2016,5902.1035,11
23304,2017,4097.5195,10
23304,2018,8008.1694,9
23304,2019,4721.2603,8
23304,2020,14572.67,16
23304,2021,4762.58,9
23304,2022,7563.12,8
23305,2007,2644.8,3
23305,2008,1044.0,2
23306,2007,15541.68,2
23306,2008,22718.6,3
23306,2009,481.4,3
23306,2010,-1231.9199,2
23308,2007,1102.02,1
23309,2009,5568.0,2
23310,2007,1531.2,5
23310,2008,185.6,1
23310,2009,191.17,1
23310,2010,200.29,1
23310,2011,0.0004119873,2
23311,2007,1099.0,1
23312,2007,174.0,1
23313,2007,121.8,1
23313,2008,1253.65,4
23313,2009,131.11,1
23313,2010,137.35,1
23313,2011,42.539,1
23314,2007,63.8,1
23315,2007,174.0,1
23315,2008,182.7,1
23315,2009,190.01,1
23315,2010,0.0,2
23316,2007,113.68,1
23316,2008,168.2,2
23318,2008,832.3,3
23318,2009,10701.0,7
23318,2010,17684.2,11
23319,2007,89.32,1
23320,2007,2200.52,3
23320,2008,181.83,1
23320,2009,187.28,1
23320,2010,200.6,1
23320,2011,206.618,1
23320,2012,218.2271,1
23320,2013,0.0043945312,2
23322,2007,2273.6,3
23323,2007,174.0,1
23323,2008,1487.12,3
23323,2009,4553.19,5
23323,2010,8697.26,12
23323,2011,10603.988,21
23323,2012,7093.679,18
23323,2013,9153.336,21
23323,2014,6903.397,17
23323,2015,8509.4375,17
23323,2016,17868.719,17
23323,2017,27525.479,18
23323,2018,38297.24,18
23323,2019,47556.4,29
23323,2020,16975.61,24
23323,2021,30644.35,34
23323,2022,15835.63,20
23324,2007,4698.0,1
23324,2009,1113.6,1
23324,2010,1113.6,1
23325,2007,116.0,1
23326,2007,105.15,3
23327,2007,232.0,1
23327,2012,61.1948,1
23327,2020,86.5,4
23327,2021,387.15,12
23327,2022,60.9,3
23328,2007,411.8,2
23328,2008,1223.8,4
23329,2007,290.0,1
23330,2007,32625.0,1
23331,2008,1489.44,1
23331,2011,66.08,1
23332,2008,9094.4,2
23332,2009,1113.6,3
23335,2008,52.2,1
23335,2009,69.6,1
23335,2010,417.36,2
23336,2008,684.4,2
23336,2010,764.64,1
23336,2013,484.0,1
23339,2008,348.0,2
23339,2009,348.0,2
23339,2010,361.53,2
23339,2011,375.5752,2
23339,2012,0.0,2
23340,2008,348.0,2
23340,2009,348.0,2
23340,2010,361.53,2
23340,2011,375.5752,2
23340,2012,375.5704,2
23340,2013,396.6724,2
23340,2014,396.6724,2
23340,2015,198.3372,1
23341,2008,348.0,2
23341,2009,348.0,2
23341,2010,361.53,2
23341,2011,375.5752,2
23341,2012,0.0,2
23342,2008,5956.75,4
23342,2010,107.38,1
23342,2011,238.36,1
23343,2008,2280.0,3
23343,2010,1824.0,1
23343,2011,2280.0,1
23343,2012,2736.0,2
23343,2013,1368.0,2
23343,2014,3422.4,2
23343,2015,2442.0,3
23343,2016,888.0,1
23343,2017,444.0,1
23344,2008,233.88,1
23345,2008,76.56,1
23346,2008,1740.0,4
23346,2009,436.16,3
23347,2008,313.2,2
23348,2008,150.8,1
23350,2008,730.8,1
23350,2009,429.2,1
23351,2008,742.4,2
23351,2009,1233.09,6
23351,2010,171.1,1
23351,2011,612.42004,4
23353,2008,348.0,1
23354,2008,112.0,1
23355,2008,533.6,1
23356,2008,348.0,1
23357,2009,2540.4001,2
23359,2008,560.69,1
23360,2008,4182.34,7
23360,2009,2189.33,18
23360,2010,1285.91,7
23360,2011,789.92737,2
23360,2012,813.62524,2
23360,2013,859.33984,2
23360,2014,859.33984,2
23360,2015,0.0,4
23360,2016,859.33997,2
23361,2008,220.4,1
23362,2008,1160.0,3
23363,2008,46.4,1
23364,2008,104.4,1
23365,2008,9535.0,5
23366,2008,464.0,3
23367,2008,98.6,1
23368,2008,83.52,1
23369,2008,580.0,1
23370,2008,696.0,4
23370,2009,870.0,5
23370,2010,7169.5503,9
23370,2011,1830.7266,9
23370,2012,4131.6333,14
23370,2013,1604.7131,10
23370,2014,1622.7452,8
23370,2015,811.3702,4
23371,2008,69.6,1
23372,2008,2604.0,1
23373,2008,72.77,1
23374,2008,186284.4,8
23374,2009,184416.8,16
23374,2010,124822.91,19
23374,2011,132135.81,16
23374,2012,92806.805,8
23374,2013,49852.727,13
23374,2014,71293.34,9
23374,2015,106943.31,16
23374,2016,96252.4,24
23374,2017,72748.83,5
23374,2018,76221.53,6
23374,2019,78076.46,4
23374,2020,50996.66,5
23374,2021,103884.97,11
23374,2022,-2765.3286,6
23375,2008,522.0,3
23376,2008,690.0,2
23377,2008,348.0,1
23378,2008,2400.78,10
23378,2009,4644.36,30
23378,2010,1877.4299,7
23378,2011,2414.2312,12
23378,2012,851.9239,6
23378,2013,861.3711,8
23378,2014,889.8645,6
23378,2015,364.4,4
23378,2016,2153.8,2
23378,2018,1815.0,1
23378,2020,701.8,3
23378,2021,4930.75,10
23378,2022,3388.0,11
23379,2008,696.0,1
23380,2008,3498.79,3
23381,2008,232.0,1
23381,2009,238.96,1
23381,2010,243.08,1
23381,2011,250.3724,1
23381,2012,264.4399,1
23381,2013,272.3732,1
23381,2014,272.3732,1
23383,2008,145.16,1
23384,2008,232.0,1
23385,2008,116.0,1
23386,2008,951.2,1
23387,2008,348.0,1
23387,2009,700.58,3
23387,2010,354.0,1
23387,2011,1152.86,3
23387,2012,422.64,3
23387,2013,701.8,1
23388,2008,58.26,1
23389,2008,150.8,1
23390,2009,11989.01,3
23391,2008,116.0,3
23391,2009,108.69,2
23392,2008,0.0,2
23392,2009,1884.15,5
23392,2010,232.0,1
23392,2011,243.08,1
23392,2012,243.08,1
23392,2013,492.6878,2
23392,2014,256.7378,1
23392,2015,256.7378,1
23392,2016,256.7378,1
23392,2017,256.7378,1
23392,2018,256.7378,1
23392,2019,256.74,1
23392,2020,256.74,1
23392,2021,256.74,1
23392,2022,256.74,1
23393,2009,14600.95,8
23393,2010,1629.25,8
23393,2011,1801.298,9
23393,2012,873.7846,4
23394,2009,1295.44,3
23394,2010,1011.58,4
23394,2011,1043.3301,8
23394,2012,291.6724,1
23394,2013,285.627,3
23395,2008,1855.42,1
23395,2010,-1855.42,1
23396,2009,3062.4,2
23397,2009,58.0,1
23397,2010,58.0,1
23397,2011,60.77,1
23397,2012,60.77,1
23398,2009,319.62,1
23399,2009,58.0,1
23399,2010,0.0,2
23400,2009,285.84,1
23401,2009,1843.76,5
23401,2010,238.96,1
23401,2011,0.0,2
23401,2012,-0.0054016113,2
23402,2009,1589.72,1
23402,2010,-945.67,1
23403,2009,91.29,2
23403,2010,434.82,3
23404,2009,558.0001,2
23405,2009,69.6,3
23406,2009,696.0,1
23407,2009,482.75,1
23408,2009,98.6,1
23409,2009,232.0,1
23409,2010,0.0,2
23410,2009,566.54,1
23411,2009,65.66,1
23412,2009,64.38,1
23413,2009,23796.049,17
23413,2010,30703.639,23
23413,2011,27487.951,18
23413,2012,28809.59,17
23413,2013,32041.203,17
23413,2014,50331.336,27
23413,2015,39952.508,26
23413,2016,50769.184,29
23413,2017,11539.474,10
23413,2018,242.0,1
23413,2019,2190.1,2
23413,2020,682.95,11
23413,2021,145.78,2
23414,2009,1501.96,2
23415,2009,163.88,1
23415,2020,78.9,5
23415,2021,343.15,12
23415,2022,77.05,3
23416,2009,162.17,1
23416,2010,110.92,1
23417,2009,700.0,2
23417,2010,-232.0,2
23417,2011,59.0,1
23417,2012,0.0,2
23418,2009,3795.39,9
23418,2010,-1376.24,2
23419,2009,58.0,1
23419,2010,59.0,1
23419,2011,60.77,1
23419,2012,177.0,1
23421,2009,406.0,2
23421,2010,171.1,1
23423,2009,3050.7998,4
23423,2010,529.82,1
23423,2011,899.71,2
23423,2012,0.0,4
23424,2009,290.0,1
23425,2009,290.0,1
23425,2010,68.0,1
23425,2013,710.8992,1
23426,2009,290.0,1
23426,2011,127.44,1
23427,2009,290.0,1
23428,2009,266.8,1
23429,2009,290.0,1
23429,2015,3113.335,12
23429,2016,3366.22,14
23429,2017,3133.9,13
23429,2018,3236.7651,17
23429,2019,3236.81,14
23429,2020,257.13,3
23430,2009,232.0,1
23431,2009,232.0,1
23431,2010,14.86,1
23431,2011,36.285,1
23431,2012,17.7,1
23431,2020,3267.0,1
23432,2009,290.0,2
23433,2009,838.68,2
23434,2009,266.8,1
23435,2009,2705.6,3
23435,2010,2099.97,3
23436,2009,1375.76,4
23436,2010,20275.35,25
23436,2011,1935.4297,8
23436,2012,1152.6152,8
23436,2013,0.010810852,4
23437,2009,232.0,1
23438,2009,232.0,1
23439,2009,232.0,1
23440,2009,661.2,1
23440,2010,749.3,2
23440,2011,947.009,8
23440,2012,32995.336,23
23440,2013,1627.8735,8
23440,2014,647.7735,7
23440,2015,599.37,7
23440,2016,599.37354,7
23440,2017,901.8675,6
23440,2018,745.06,3
23440,2019,745.06,3
23440,2020,772.17,3
23440,2021,1078.54,5
23440,2022,127.31,5
23441,2009,232.0,1
23442,2009,261.0,1
23443,2010,3835.0,4
23443,2011,1541.781,11
23443,2012,0.0,2
23444,2010,2741.0,14
23444,2011,1338.6316,8
23444,2012,250.3724,1
23444,2013,-0.005584717,2
23445,2010,400.0,1
23446,2010,17483.42,4
23446,2021,15941.76,2
23446,2022,59627.61,6
23447,2010,81.2,1
23448,2010,58.0,1
23448,2011,178.77,1
23448,2012,59.0,1
23448,2013,60.5,1
23448,2014,60.5,1
23448,2015,60.5,1
23449,2010,2255.04,2
23451,2010,216.92,1
23452,2010,904.8,3
23452,2011,243.08,1
23452,2012,250.3724,1
23452,2013,145.2,1
23452,2014,0.0,2
23453,2010,88.34,2
23454,2010,266.8,1
23456,2010,371.2,1
23457,2010,109.4,2
23458,2010,297.36,1
23458,2011,306.2808,1
23458,2012,306.2808,1
23458,2013,217.8,1
23458,2014,217.8,1
23458,2015,217.8,1
23458,2016,217.8,1
23458,2017,239.58,1
23458,2018,239.58,1
23458,2019,239.58,1
23458,2020,239.58,1
23458,2021,239.58,1
23458,2022,239.58,1
23459,2010,116.0,1
23460,2010,70.8,1
23461,2010,70.8,1
23461,2011,278.48,2
23461,2012,292.1378,2
23461,2013,300.74548,2
23461,2014,387.86548,2
23461,2015,387.87,2
23461,2016,351.57,1
23462,2010,24494.95,4
23462,2011,54043.168,8
23462,2012,17790.0,3
23463,2010,568.76,1
23464,2010,9806.98,8
23464,2011,5379.3247,22
23464,2012,1838.55,12
23464,2013,1869.4501,12
23464,2014,1869.4501,12
23464,2015,3134.9082,12
23464,2016,3387.9797,12
23464,2017,3387.9998,12
23464,2018,4405.4497,16
23464,2019,5711.2803,15
23464,2020,8179.68,13
23464,2021,6495.3604,12
23464,2022,52597.46,29
23465,2010,16575.6,2
23465,2011,453.12,1
23465,2012,464.64,1
23465,2013,464.64,1
23465,2014,7492.32,2
23465,2015,1553.82,3
23465,2016,2722.5,1
23465,2017,2722.5,1
23465,2018,2722.5,1
23465,2019,2831.4,1
23465,2021,29228.76,4
23465,2022,-48.4,1
23467,2010,70.8,1
23467,2011,159.3,1
23468,2010,70.8,1
23470,2010,2242.0,3
23470,2011,837.8,2
23470,2012,256.7378,1
23470,2013,264.4399,1
23470,2014,337.03992,2
23470,2015,264.45,1
23470,2016,264.45,1
23470,2017,264.45,1
23470,2018,264.4455,1
23470,2019,264.45,1
23470,2020,264.45,1
23471,2010,3263.88,1
23472,2020,122.35,6
23472,2021,107.5,11
23472,2022,1.0,1
23473,2011,17.7,1
23473,2020,248.45001,6
23473,2021,335.1,9
23473,2022,66.25,3
23474,2010,877.92,1
23476,2010,139.24,1
23477,2011,129.8,1
23477,2021,1089.0,1
23477,2022,1089.0,1
23478,2010,236.0,1
23478,2011,0.0,2
23481,2011,236.0,1
23481,2012,236.0,1
23482,2011,323.3,1
23482,2012,323.2964,1
23482,2013,398.816,1
23482,2014,398.816,1
23482,2015,398.816,1
23482,2016,398.82,1
23482,2017,0.0,2
23483,2011,849.6,2
23483,2012,286.8344,1
23483,2013,133.09079,3
23483,2014,108.9,1
23484,2011,438.96,2
23484,2012,355.5,3
23484,2013,0.0,2
23485,2011,729.24,1
23485,2012,751.1172,1
23485,2013,793.3198,1
23485,2014,793.3198,1
23485,2015,793.32,1
23485,2016,423.5,1
23485,2017,423.5,1
23485,2018,423.5,1
23485,2019,423.5,1
23485,2020,423.5,1
23485,2021,423.5,1
23485,2022,423.5,1
23486,2011,53.1,1
23487,2011,236.0,1
23487,2012,243.08,1
23487,2013,256.7378,1
23487,2014,256.7378,1
23487,2015,256.7378,1
23487,2016,256.7378,1
23487,2017,256.74,1
23487,2018,256.7378,1
23487,2019,256.74,1
23488,2011,11113.24,11
23488,2012,15392.18,18
23488,2013,12495.67,17
23488,2014,10645.58,13
23488,2015,6588.45,8
23488,2016,22861.438,16
23488,2017,22313.111,24
23488,2018,37750.977,30
23488,2019,21125.91,24
23488,2020,19064.76,24
23488,2021,30158.64,26
23488,2022,8934.641,9
23491,2011,49.56,1
23493,2011,64.9,1
23495,2013,105.0643,1
23504,2011,1327.5,1
23505,2011,23275.5,4
23505,2012,151.25,3
23506,2011,30373.2,1
23506,2012,4761.3774,4
23506,2013,7917.9375,3
23506,2014,3446.685,2
23506,2015,17859.6,7
23506,2016,2613.6,1
23507,2011,44337.65,11
23507,2012,3726.6,2
23507,2014,42543.6,5
23507,2015,45435.5,6
23507,2016,21780.0,7
23508,2011,165.79,1
23510,2011,354.0,1
23510,2012,450.8,2
23510,2013,467.06,2
23510,2014,446.49,2
23511,2004,125.22,1
23511,2011,5154.24,1
23511,2012,33492.8,2
23511,2013,12584.0,1
23511,2014,12584.0,1
23512,2011,5437.44,1
23513,2011,88.5,1
23514,2011,88.5,1
23515,2011,88.5,1
23516,2011,88.5,1
23517,2011,256.8388,2
23518,2011,165.2,1
23519,2011,88.5,1
23520,2011,88.5,1
23521,2011,88.5,1
23522,2011,88.5,1
23523,2011,88.5,1
23524,2011,88.5,1
23525,2011,165.2,1
23526,2011,88.5,1
23527,2011,318.6,1
23528,2012,27.8905,1
23528,2014,607.42,1
23529,2011,88.5,1
23530,2011,37.17,1
23530,2012,84.96,1
23530,2013,108.8153,1
23531,2011,88.5,1
23532,2011,75.0,1
23533,2011,165.2,1
23534,2011,88.5,1
23535,2011,75.0,1
23536,2011,88.5,1
23537,2011,88.5,1
23538,2011,88.5,1
23539,2011,88.5,1
23540,2011,88.5,1
23541,2011,88.5,1
23542,2011,88.5,1
23543,2011,88.5,1
23544,2011,91.6388,1
23545,2011,88.5,1
23546,2011,91.6388,1
23547,2011,3540.0,1
23547,2015,7260.0,3
23549,2011,165.2,1
23550,2011,91.6388,1
23551,2011,91.6388,1
23552,2011,21625.271,2
23552,2012,7286.62,2
23552,2013,4464.9,1
23552,2014,4464.9,1
23552,2015,4464.9,1
23552,2016,0.0,2
23553,2011,88.5,1
23554,2011,76.7,1
23555,2011,91.6388,1
23556,2011,88.5,1
23557,2011,100.3,1
23558,2011,88.5,1
23559,2011,168.3388,1
23560,2011,21584.0,4
23560,2012,4916.6,1
23560,2013,9046.8,2
23560,2014,32341.863,4
23560,2015,42461.2,8
23560,2016,61562.03,9
23560,2017,-7999.2285,4
23560,2018,9670.0,6
23560,2019,43315.71,7
23560,2020,18990.371,3
23560,2021,6420.0,1
23560,2022,4708.0,3
23561,2011,91.6388,1
23562,2011,88.5,1
23563,2011,88.5,1
23564,2011,91.6388,1
23565,2011,91.6388,1
23566,2011,91.6388,1
23567,2011,165.2,1
23568,2011,91.6388,1
23569,2011,91.6388,1
23570,2011,88.5,1
23571,2011,88.5,1
23572,2011,88.5,1
23573,2011,91.6388,1
23574,2011,91.6388,1
23575,2011,88.5,1
23576,2011,91.6388,1
23577,2011,88.5,1
23578,2011,91.6388,1
23580,2011,91.6388,1
23581,2011,88.5,1
23582,2011,88.5,1
23583,2011,76.7,1
23584,2011,1115.1,2
23584,2013,17.0005,1
23585,2011,91.6388,1
23586,2011,91.6388,1
23587,2011,91.6388,1
23588,2011,91.6388,1
23589,2011,91.6388,1
23590,2011,76.7,1
23591,2011,91.6388,1
23592,2011,171.4776,1
23593,2011,91.6388,1
23593,2012,28.314,1
23594,2011,15292.8,1
23595,2011,76.7,1
23596,2011,91.6388,1
23597,2011,91.6388,1
23598,2011,88.5,1
23599,2011,88.5,1
23601,2011,171.4776,2
23602,2011,91.6388,1
23603,2011,91.6388,1
23603,2012,27.612,1
23604,2011,76.7,1
23605,2011,16493.568,1
23605,2012,4188.36,2
23606,2011,88.5,1
23607,2011,84.0,1
23608,2011,91.6388,1
23610,2011,88.5,1
23611,2011,91.6388,1
23612,2011,91.6388,1
23613,2011,91.6388,1
23614,2011,91.6388,1
23615,2011,88.5,1
23616,2011,91.6388,1
23618,2011,91.6388,1
23619,2011,76.7,1
23620,2011,91.6388,1
23621,2012,24.2605,1
23622,2011,91.6388,1
23623,2011,91.6388,1
23624,2011,86.52,1
23625,2011,91.6388,1
23626,2011,76.7,1
23627,2011,91.6388,1
23628,2011,88.5,1
23629,2011,91.6388,1
23630,2011,91.6388,1
23631,2011,88.5,1
23632,2011,88.5,1
23633,2011,88.5,1
23634,2011,91.6388,1
23635,2011,88.5,1
23637,2011,91.6388,1
23638,2011,91.6388,1
23639,2011,88.5,1
23640,2011,91.6388,1
23641,2011,171.4776,1
23642,2012,35725.68,6
23642,2013,4965.84,2
23642,2014,2613.6,1
23647,2011,88.5,1
23648,2011,590.0,1
23649,2011,76.7,1
23651,2011,14575.596,3
23651,2012,19639.08,8
23651,2013,3963.96,2
23651,2014,3963.96,2
23651,2015,696.96,3
23651,2016,696.96,1
23651,2017,25192.02,2
23651,2018,6345.24,1
23651,2019,4980.75,1
23651,2020,8321.62,2
23651,2021,21333.44,2
23652,2011,91.6388,1
23653,2011,76.7,1
23654,2011,88.5,1
23655,2011,88.5,1
23656,2011,22777.408,2
23656,2012,20688.336,4
23656,2013,21780.0,5
23656,2014,38538.5,3
23656,2015,23631.299,3
23656,2016,31388.61,5
23656,2017,20681.32,3
23656,2018,40726.32,3
23656,2019,30312.0,2
23656,2020,27138.9,2
23656,2021,44319.73,3
23656,2022,33275.0,2
23657,2011,91.6388,1
23658,2011,91.6388,1
23659,2011,91.6388,1
23660,2011,91.6388,1
23661,2011,88.5,1
23662,2011,165.2,1
23664,2011,88.5,1
23665,2011,91.6388,1
23666,2011,91.6388,1
23667,2011,88.5,1
23668,2011,88.5,1
23669,2011,88.5,1
23670,2011,13809.6875,1
23670,2012,10599.358,1
23670,2013,6279.658,1
23670,2014,14919.059,3
23670,2015,4913.34,1
23670,2016,60792.652,2
23670,2017,14487.46,1
23670,2018,15057.42,1
23670,2019,19574.65,1
23670,2020,20187.24,1
23670,2021,21196.18,1
23671,2011,76.7,1
23672,2011,76.7,1
23673,2011,91.6388,1
23674,2011,91.6388,1
23674,2012,27.612,1
23675,2011,88.5,1
23681,2011,88.5,1
23682,2011,16478.7,1
23682,2012,10003.6,3
23682,2013,3823.6,2
23682,2014,4176.557,2
23682,2015,3823.6,1
23682,2016,3823.6,1
23682,2017,8443.74,2
23682,2018,4706.41,1
23682,2019,4941.75,1
23682,2020,5188.87,1
23682,2021,5448.47,1
23683,2011,300.9,1
23684,2011,20060.0,1
23687,2011,91.6388,1
23688,2011,91.6388,1
23689,2011,88.5,1
23690,2011,88.5,1
23691,2011,76.7,1
23692,2012,24.072,1
23693,2011,88.5,1
23694,2011,97.94,1
23695,2011,76.7,1
23696,2011,91.6388,1
23697,2011,91.6388,1
23699,2011,88.5,1
23700,2011,88.5,1
23701,2011,442.5,1
23702,2011,96429.6,1
23702,2012,4743.2,2
23702,2013,14382.06,15
23702,2014,4610.1,15
23702,2015,1942.05,2
23702,2016,-1219.68,9
23704,2011,91.6388,1
23705,2011,91.6388,1
23706,2011,76.7,1
23707,2011,84.0,1
23711,2011,76.7,1
23712,2011,91.6388,1
23713,2012,88.5,1
23714,2012,91.6388,1
23715,2012,91.6388,1
23716,2012,91.6388,1
23718,2012,436.3809,3
23718,2013,217.8906,1
23718,2014,217.8847,1
23718,2015,217.88,1
23718,2016,217.8847,1
23718,2017,217.8847,1
23718,2018,217.88,1
23718,2019,217.88,1
23718,2020,217.88,1
23718,2021,217.88,1
23719,2012,91.6388,1
